date, number_of_issues, number_of_pull_requests, number_of_commits
2012-07-24, 1, 0, 7
2012-07-25, 3, 1, 8
2012-07-26, 4, 2, 6
2012-07-27, 2, 0, 14
2012-07-28, 4, 2, 13
2012-07-29, 2, 0, 11
2012-07-31, 2, 1, 8
2012-08-01, 6, 0, 16
2012-08-02, 8, 2, 16
2012-08-03, 2, 0, 11
2012-08-04, 1, 0, 13
2012-08-05, 1, 1, 9
2012-08-06, 3, 2, 13
2012-08-07, 6, 3, 18
2012-08-08, 13, 5, 29
2012-08-09, 5, 2, 4
2012-08-10, 4, 2, 17
2012-08-11, 3, 2, 11
2012-08-12, 2, 0, 6
2012-08-13, 1, 0, 14
2012-08-14, 3, 1, 9
2012-08-15, 8, 2, 9
2012-08-16, 2, 1, 5
2012-08-17, 5, 0, 29
2012-08-18, 12, 3, 17
2012-08-19, 3, 3, 12
2012-08-20, 5, 3, 16
2012-08-21, 2, 1, 4
2012-08-22, 7, 0, 7
2012-08-23, 2, 1, 5
2012-08-24, 7, 4, 18
2012-08-25, 5, 1, 9
2012-08-26, 4, 1, 2
2012-08-27, 7, 1, 7
2012-08-28, 8, 7, 18
2012-08-29, 4, 2, 14
2012-08-30, 3, 1, 11
2012-08-31, 3, 2, 6
2012-09-01, 1, 1, 4
2012-09-02, 3, 1, 6
2012-09-03, 2, 1, 13
2012-09-04, 5, 1, 9
2012-09-05, 4, 1, 6
2012-09-06, 2, 1, 24
2012-09-07, 5, 2, 10
2012-09-08, 3, 0, 6
2012-09-09, 3, 3, 7
2012-09-11, 2, 0, 9
2012-09-12, 4, 1, 15
2012-09-13, 2, 1, 17
2012-09-14, 2, 1, 13
2012-09-15, 1, 0, 7
2012-09-16, 2, 0, 6
2012-09-17, 2, 1, 7
2012-09-18, 3, 0, 6
2012-09-19, 3, 1, 11
2012-09-20, 9, 3, 13
2012-09-21, 3, 3, 21
2012-09-22, 2, 0, 12
2012-09-25, 3, 0, 12
2012-09-26, 3, 2, 3
2012-09-27, 4, 0, 12
2012-09-29, 3, 2, 2
2012-09-30, 2, 1, 2
2012-10-01, 3, 2, 16
2012-10-02, 5, 2, 17
2012-10-03, 3, 2, 7
2012-10-04, 2, 0, 9
2012-10-05, 6, 4, 13
2012-10-06, 2, 1, 17
2012-10-07, 5, 1, 3
2012-10-08, 3, 1, 9
2012-10-09, 3, 2, 17
2012-10-10, 4, 2, 9
2012-10-11, 8, 5, 21
2012-10-12, 7, 2, 18
2012-10-13, 4, 2, 5
2012-10-14, 5, 2, 8
2012-10-15, 3, 1, 5
2012-10-16, 12, 3, 17
2012-10-17, 4, 3, 10
2012-10-18, 6, 5, 21
2012-10-19, 4, 2, 16
2012-10-20, 7, 4, 21
2012-10-21, 4, 0, 11
2012-10-22, 6, 2, 11
2012-10-23, 8, 5, 12
2012-10-24, 6, 3, 9
2012-10-25, 5, 3, 11
2012-10-26, 9, 5, 10
2012-10-27, 8, 3, 30
2012-10-28, 2, 1, 14
2012-10-29, 6, 3, 11
2012-10-30, 8, 2, 7
2012-10-31, 5, 1, 23
2012-11-01, 4, 2, 21
2012-11-02, 3, 1, 4
2012-11-03, 7, 3, 13
2012-11-04, 1, 1, 9
2012-11-05, 5, 0, 21
2012-11-06, 10, 4, 22
2012-11-07, 2, 0, 5
2012-11-08, 4, 1, 17
2012-11-09, 5, 1, 12
2012-11-10, 1, 0, 2
2012-11-11, 3, 0, 1
2012-11-12, 5, 2, 10
2012-11-13, 6, 2, 15
2012-11-14, 10, 3, 11
2012-11-15, 2, 1, 1
2012-11-16, 8, 1, 20
2012-11-17, 4, 1, 4
2012-11-18, 3, 2, 13
2012-11-19, 4, 0, 11
2012-11-20, 11, 2, 17
2012-11-21, 4, 3, 20
2012-11-22, 11, 10, 24
2012-11-23, 1, 0, 4
2012-11-24, 3, 1, 5
2012-11-25, 3, 1, 5
2012-11-26, 9, 2, 21
2012-11-27, 7, 4, 14
2012-11-28, 7, 2, 17
2012-11-29, 12, 1, 16
2012-11-30, 7, 1, 8
2012-12-01, 3, 0, 4
2012-12-02, 8, 2, 4
2012-12-03, 10, 2, 9
2012-12-04, 13, 5, 20
2012-12-05, 8, 2, 19
2012-12-06, 6, 3, 16
2012-12-07, 3, 1, 20
2012-12-08, 10, 2, 36
2012-12-09, 8, 3, 24
2012-12-10, 4, 1, 20
2012-12-11, 11, 5, 23
2012-12-12, 8, 4, 17
2012-12-13, 10, 5, 28
2012-12-14, 13, 7, 26
2012-12-15, 4, 3, 16
2012-12-16, 9, 2, 14
2012-12-17, 6, 2, 16
2012-12-18, 5, 1, 16
2012-12-19, 3, 3, 8
2012-12-20, 12, 2, 13
2012-12-21, 14, 7, 25
2012-12-22, 7, 1, 6
2012-12-23, 2, 0, 14
2012-12-25, 2, 0, 3
2012-12-27, 10, 5, 16
2012-12-28, 10, 3, 11
2012-12-29, 5, 2, 2
2012-12-30, 4, 0, 10
2012-12-31, 6, 2, 11
2013-01-01, 3, 0, 9
2013-01-02, 14, 6, 33
2013-01-03, 5, 5, 17
2013-01-04, 7, 5, 29
2013-01-05, 7, 2, 28
2013-01-06, 8, 3, 15
2013-01-07, 9, 3, 16
2013-01-08, 34, 7, 45
2013-01-09, 22, 5, 37
2013-01-10, 17, 4, 30
2013-01-11, 20, 6, 41
2013-01-12, 19, 4, 42
2013-01-13, 13, 2, 36
2013-01-14, 11, 2, 44
2013-01-15, 5, 0, 26
2013-01-16, 10, 3, 13
2013-01-17, 12, 3, 22
2013-01-18, 9, 3, 20
2013-01-19, 6, 1, 16
2013-01-20, 3, 2, 2
2013-01-21, 8, 2, 12
2013-01-22, 6, 3, 33
2013-01-23, 5, 4, 22
2013-01-24, 8, 0, 31
2013-01-25, 12, 3, 22
2013-01-26, 11, 2, 31
2013-01-27, 3, 2, 6
2013-01-28, 7, 1, 5
2013-01-29, 2, 1, 8
2013-01-30, 5, 1, 2
2013-01-31, 2, 0, 0
2013-02-01, 6, 0, 3
2013-02-02, 5, 2, 12
2013-02-03, 5, 2, 19
2013-02-04, 4, 3, 13
2013-02-05, 9, 2, 22
2013-02-06, 15, 5, 27
2013-02-07, 22, 8, 25
2013-02-08, 11, 4, 21
2013-02-09, 8, 5, 22
2013-02-10, 3, 2, 38
2013-02-11, 26, 8, 42
2013-02-12, 10, 5, 35
2013-02-13, 10, 4, 22
2013-02-14, 6, 2, 16
2013-02-15, 15, 6, 14
2013-02-16, 13, 3, 15
2013-02-17, 14, 2, 17
2013-02-18, 8, 2, 11
2013-02-19, 12, 2, 41
2013-02-20, 13, 1, 46
2013-02-21, 4, 3, 10
2013-02-22, 5, 3, 14
2013-02-23, 6, 2, 14
2013-02-24, 6, 1, 8
2013-02-25, 4, 0, 16
2013-02-26, 8, 2, 12
2013-02-27, 9, 3, 17
2013-02-28, 7, 3, 12
2013-03-01, 14, 4, 21
2013-03-02, 7, 1, 23
2013-03-03, 6, 2, 19
2013-03-04, 10, 4, 33
2013-03-05, 11, 5, 27
2013-03-06, 12, 3, 43
2013-03-07, 17, 1, 36
2013-03-08, 11, 3, 26
2013-03-09, 13, 1, 18
2013-03-10, 9, 2, 20
2013-03-11, 7, 4, 20
2013-03-12, 9, 4, 19
2013-03-13, 7, 2, 17
2013-03-14, 6, 2, 16
2013-03-15, 13, 3, 21
2013-03-16, 7, 2, 39
2013-03-17, 6, 1, 17
2013-03-18, 12, 3, 21
2013-03-19, 17, 7, 33
2013-03-20, 10, 1, 19
2013-03-21, 11, 1, 15
2013-03-22, 9, 5, 15
2013-03-23, 8, 6, 20
2013-03-24, 7, 4, 11
2013-03-25, 13, 5, 24
2013-03-26, 15, 5, 19
2013-03-27, 6, 4, 18
2013-03-28, 5, 2, 13
2013-03-29, 3, 1, 11
2013-03-30, 7, 4, 13
2013-03-31, 5, 4, 10
2013-04-01, 10, 4, 18
2013-04-02, 6, 2, 23
2013-04-03, 14, 2, 35
2013-04-04, 11, 5, 33
2013-04-05, 11, 4, 18
2013-04-06, 5, 1, 8
2013-04-07, 10, 1, 13
2013-04-08, 11, 3, 13
2013-04-09, 8, 2, 12
2013-04-10, 15, 4, 20
2013-04-11, 20, 8, 27
2013-04-12, 6, 1, 20
2013-04-13, 7, 2, 13
2013-04-14, 11, 4, 8
2013-04-15, 2, 1, 7
2013-04-16, 3, 1, 5
2013-04-17, 10, 5, 14
2013-04-18, 4, 1, 12
2013-04-19, 9, 3, 11
2013-04-20, 9, 1, 8
2013-04-21, 4, 0, 10
2013-04-22, 10, 0, 17
2013-04-23, 5, 3, 7
2013-04-24, 7, 4, 21
2013-04-25, 10, 2, 11
2013-04-26, 4, 0, 15
2013-04-27, 9, 3, 21
2013-04-28, 17, 5, 31
2013-04-29, 3, 1, 8
2013-04-30, 9, 2, 9
2013-05-01, 10, 4, 27
2013-05-02, 9, 3, 18
2013-05-03, 10, 1, 21
2013-05-04, 10, 4, 13
2013-05-05, 7, 1, 4
2013-05-06, 11, 0, 9
2013-05-07, 8, 5, 23
2013-05-08, 9, 3, 15
2013-05-09, 13, 4, 21
2013-05-10, 7, 2, 6
2013-05-11, 10, 4, 19
2013-05-12, 2, 0, 6
2013-05-13, 10, 5, 14
2013-05-14, 9, 3, 12
2013-05-15, 18, 9, 32
2013-05-16, 9, 2, 14
2013-05-17, 10, 5, 26
2013-05-18, 1, 0, 8
2013-05-19, 9, 3, 11
2013-05-20, 9, 3, 20
2013-05-21, 10, 3, 23
2013-05-22, 16, 5, 19
2013-05-23, 7, 3, 11
2013-05-24, 7, 3, 7
2013-05-25, 3, 0, 3
2013-05-26, 3, 0, 3
2013-05-27, 14, 2, 11
2013-05-28, 8, 4, 19
2013-05-29, 11, 3, 9
2013-05-30, 17, 0, 12
2013-05-31, 5, 1, 12
2013-06-01, 3, 1, 8
2013-06-02, 8, 3, 14
2013-06-03, 9, 4, 12
2013-06-04, 10, 5, 26
2013-06-05, 11, 4, 20
2013-06-06, 14, 5, 21
2013-06-07, 11, 4, 12
2013-06-08, 4, 1, 9
2013-06-09, 3, 1, 1
2013-06-10, 14, 3, 14
2013-06-11, 9, 3, 17
2013-06-12, 15, 5, 30
2013-06-13, 14, 4, 29
2013-06-14, 12, 2, 37
2013-06-15, 9, 2, 29
2013-06-16, 10, 3, 3
2013-06-17, 13, 4, 19
2013-06-18, 15, 4, 34
2013-06-19, 16, 5, 18
2013-06-20, 16, 7, 28
2013-06-21, 11, 3, 12
2013-06-22, 10, 6, 14
2013-06-23, 9, 5, 9
2013-06-24, 22, 7, 31
2013-06-25, 7, 0, 16
2013-06-26, 10, 5, 16
2013-06-27, 17, 5, 23
2013-06-28, 13, 3, 26
2013-06-29, 6, 3, 13
2013-06-30, 6, 1, 18
2013-07-01, 9, 2, 32
2013-07-02, 11, 4, 44
2013-07-03, 7, 3, 30
2013-07-04, 11, 4, 16
2013-07-05, 9, 3, 21
2013-07-06, 5, 1, 19
2013-07-07, 6, 0, 13
2013-07-08, 5, 1, 11
2013-07-09, 8, 1, 6
2013-07-10, 19, 5, 22
2013-07-11, 11, 4, 36
2013-07-12, 11, 5, 40
2013-07-13, 6, 3, 11
2013-07-14, 9, 4, 9
2013-07-15, 9, 2, 19
2013-07-16, 12, 3, 24
2013-07-17, 6, 0, 13
2013-07-18, 15, 3, 25
2013-07-19, 10, 3, 16
2013-07-20, 9, 3, 14
2013-07-21, 3, 2, 6
2013-07-22, 12, 5, 14
2013-07-23, 16, 6, 17
2013-07-24, 15, 5, 21
2013-07-25, 11, 2, 27
2013-07-26, 11, 1, 19
2013-07-27, 11, 1, 14
2013-07-28, 9, 2, 19
2013-07-29, 8, 4, 15
2013-07-30, 15, 8, 28
2013-07-31, 10, 4, 21
2013-08-01, 16, 7, 25
2013-08-02, 12, 4, 22
2013-08-03, 5, 2, 11
2013-08-04, 7, 2, 8
2013-08-05, 7, 1, 9
2013-08-06, 21, 6, 23
2013-08-07, 15, 10, 46
2013-08-08, 15, 5, 49
2013-08-09, 7, 1, 18
2013-08-10, 9, 3, 16
2013-08-11, 8, 2, 14
2013-08-12, 17, 6, 16
2013-08-13, 15, 5, 27
2013-08-14, 10, 2, 35
2013-08-15, 13, 6, 27
2013-08-16, 12, 3, 48
2013-08-17, 5, 1, 9
2013-08-18, 4, 0, 6
2013-08-19, 8, 4, 14
2013-08-20, 14, 4, 39
2013-08-21, 7, 3, 31
2013-08-22, 7, 0, 10
2013-08-23, 4, 4, 11
2013-08-24, 2, 0, 3
2013-08-25, 9, 4, 6
2013-08-26, 12, 4, 21
2013-08-27, 5, 1, 33
2013-08-28, 10, 2, 25
2013-08-29, 8, 3, 33
2013-08-30, 8, 1, 17
2013-08-31, 4, 2, 18
2013-09-01, 2, 1, 3
2013-09-02, 1, 1, 11
2013-09-03, 7, 1, 10
2013-09-04, 7, 2, 8
2013-09-05, 8, 1, 6
2013-09-06, 3, 0, 2
2013-09-07, 2, 0, 9
2013-09-08, 5, 1, 8
2013-09-09, 10, 5, 17
2013-09-10, 12, 4, 25
2013-09-11, 7, 4, 20
2013-09-12, 11, 4, 12
2013-09-13, 8, 0, 9
2013-09-14, 2, 1, 9
2013-09-15, 4, 2, 9
2013-09-16, 4, 0, 12
2013-09-17, 8, 1, 10
2013-09-18, 10, 2, 17
2013-09-19, 6, 2, 10
2013-09-20, 18, 2, 7
2013-09-21, 11, 2, 17
2013-09-22, 4, 2, 8
2013-09-23, 7, 3, 6
2013-09-24, 9, 3, 6
2013-09-25, 11, 4, 13
2013-09-26, 6, 2, 17
2013-09-27, 10, 4, 12
2013-09-28, 5, 2, 9
2013-09-29, 7, 3, 10
2013-09-30, 4, 2, 5
2013-10-01, 12, 3, 9
2013-10-02, 6, 3, 9
2013-10-03, 9, 4, 5
2013-10-04, 6, 0, 8
2013-10-05, 3, 1, 9
2013-10-06, 5, 1, 19
2013-10-07, 1, 0, 7
2013-10-08, 8, 3, 13
2013-10-09, 12, 6, 15
2013-10-10, 12, 3, 11
2013-10-11, 7, 1, 11
2013-10-12, 13, 5, 17
2013-10-13, 16, 4, 14
2013-10-14, 9, 2, 21
2013-10-15, 12, 2, 8
2013-10-16, 10, 3, 11
2013-10-17, 17, 4, 24
2013-10-18, 15, 6, 18
2013-10-19, 7, 3, 15
2013-10-20, 13, 4, 14
2013-10-21, 6, 3, 12
2013-10-22, 9, 2, 9
2013-10-23, 10, 4, 22
2013-10-24, 5, 1, 20
2013-10-25, 11, 5, 35
2013-10-26, 15, 2, 29
2013-10-27, 10, 6, 30
2013-10-28, 9, 3, 24
2013-10-29, 8, 2, 6
2013-10-30, 15, 5, 26
2013-10-31, 9, 2, 12
2013-11-01, 3, 2, 13
2013-11-02, 10, 4, 16
2013-11-03, 8, 3, 9
2013-11-04, 7, 1, 18
2013-11-05, 4, 4, 6
2013-11-06, 9, 4, 17
2013-11-07, 9, 2, 8
2013-11-08, 6, 2, 17
2013-11-09, 6, 4, 8
2013-11-10, 10, 2, 12
2013-11-11, 9, 4, 6
2013-11-12, 8, 1, 7
2013-11-13, 14, 3, 4
2013-11-14, 9, 3, 19
2013-11-15, 7, 3, 15
2013-11-16, 7, 1, 18
2013-11-17, 10, 2, 8
2013-11-18, 13, 5, 13
2013-11-19, 8, 2, 34
2013-11-20, 14, 7, 16
2013-11-21, 13, 5, 17
2013-11-22, 10, 5, 16
2013-11-23, 11, 4, 23
2013-11-24, 6, 0, 10
2013-11-25, 12, 4, 22
2013-11-26, 24, 8, 32
2013-11-27, 12, 6, 26
2013-11-28, 9, 3, 22
2013-11-29, 10, 2, 21
2013-11-30, 11, 4, 21
2013-12-01, 9, 5, 14
2013-12-02, 13, 7, 8
2013-12-03, 11, 3, 14
2013-12-04, 6, 5, 16
2013-12-05, 9, 4, 6
2013-12-06, 3, 2, 5
2013-12-07, 16, 8, 13
2013-12-08, 9, 4, 12
2013-12-09, 14, 3, 9
2013-12-10, 19, 12, 24
2013-12-11, 10, 3, 8
2013-12-12, 9, 5, 29
2013-12-13, 14, 3, 11
2013-12-14, 17, 5, 13
2013-12-15, 9, 2, 21
2013-12-16, 18, 9, 26
2013-12-17, 6, 2, 5
2013-12-18, 5, 2, 15
2013-12-19, 7, 3, 21
2013-12-20, 10, 4, 20
2013-12-21, 7, 4, 20
2013-12-22, 9, 3, 15
2013-12-23, 6, 4, 10
2013-12-24, 3, 0, 3
2013-12-25, 4, 1, 23
2013-12-26, 1, 1, 0
2013-12-27, 4, 1, 6
2013-12-28, 12, 3, 24
2013-12-29, 5, 3, 17
2013-12-30, 9, 4, 21
2013-12-31, 6, 1, 8
2014-01-01, 5, 2, 9
2014-01-02, 11, 7, 25
2014-01-03, 5, 3, 15
2014-01-04, 15, 4, 23
2014-01-05, 4, 1, 6
2014-01-06, 5, 2, 5
2014-01-07, 10, 4, 12
2014-01-08, 5, 2, 17
2014-01-09, 12, 3, 11
2014-01-10, 11, 4, 27
2014-01-11, 9, 4, 24
2014-01-12, 8, 1, 15
2014-01-13, 15, 7, 31
2014-01-14, 10, 2, 10
2014-01-15, 17, 4, 15
2014-01-16, 9, 4, 22
2014-01-17, 14, 6, 26
2014-01-18, 8, 5, 23
2014-01-19, 2, 1, 4
2014-01-20, 10, 2, 12
2014-01-21, 10, 6, 21
2014-01-22, 12, 3, 25
2014-01-23, 16, 7, 23
2014-01-24, 25, 9, 28
2014-01-25, 17, 7, 21
2014-01-26, 24, 15, 40
2014-01-27, 25, 11, 16
2014-01-28, 6, 1, 14
2014-01-29, 15, 5, 16
2014-01-30, 16, 5, 32
2014-01-31, 11, 6, 12
2014-02-01, 11, 7, 16
2014-02-02, 7, 3, 8
2014-02-03, 11, 4, 11
2014-02-04, 21, 8, 14
2014-02-05, 9, 3, 20
2014-02-06, 15, 7, 16
2014-02-07, 15, 8, 17
2014-02-08, 13, 6, 38
2014-02-09, 13, 7, 9
2014-02-10, 11, 5, 7
2014-02-11, 10, 1, 23
2014-02-12, 14, 7, 22
2014-02-13, 26, 6, 11
2014-02-14, 13, 7, 21
2014-02-15, 3, 1, 5
2014-02-16, 4, 3, 15
2014-02-17, 10, 3, 9
2014-02-18, 10, 6, 20
2014-02-19, 12, 6, 21
2014-02-20, 10, 2, 12
2014-02-21, 21, 4, 24
2014-02-22, 14, 6, 22
2014-02-23, 17, 6, 20
2014-02-24, 18, 4, 27
2014-02-25, 19, 6, 19
2014-02-26, 9, 3, 13
2014-02-27, 9, 6, 13
2014-02-28, 12, 5, 15
2014-03-01, 17, 3, 14
2014-03-02, 13, 9, 15
2014-03-03, 16, 6, 13
2014-03-04, 14, 7, 16
2014-03-05, 10, 4, 14
2014-03-06, 12, 5, 28
2014-03-07, 7, 3, 19
2014-03-08, 4, 2, 7
2014-03-09, 6, 5, 20
2014-03-10, 16, 6, 15
2014-03-11, 14, 9, 26
2014-03-12, 16, 6, 16
2014-03-13, 19, 8, 38
2014-03-14, 18, 6, 9
2014-03-15, 7, 3, 16
2014-03-16, 4, 3, 7
2014-03-17, 7, 3, 15
2014-03-18, 15, 7, 27
2014-03-19, 14, 5, 24
2014-03-20, 6, 2, 9
2014-03-21, 7, 4, 13
2014-03-22, 8, 3, 10
2014-03-23, 5, 0, 6
2014-03-24, 15, 7, 13
2014-03-25, 8, 2, 6
2014-03-26, 2, 2, 28
2014-03-27, 20, 7, 13
2014-03-28, 9, 3, 7
2014-03-29, 7, 3, 28
2014-03-30, 16, 5, 28
2014-03-31, 20, 8, 46
2014-04-01, 25, 8, 46
2014-04-02, 17, 3, 41
2014-04-03, 22, 7, 30
2014-04-04, 12, 3, 24
2014-04-05, 13, 4, 7
2014-04-06, 11, 6, 14
2014-04-07, 17, 5, 11
2014-04-08, 13, 4, 30
2014-04-09, 10, 3, 7
2014-04-10, 15, 2, 16
2014-04-11, 9, 2, 6
2014-04-12, 4, 1, 6
2014-04-13, 4, 0, 6
2014-04-14, 9, 3, 15
2014-04-15, 9, 2, 7
2014-04-16, 17, 10, 13
2014-04-17, 10, 3, 11
2014-04-18, 15, 4, 10
2014-04-19, 13, 5, 36
2014-04-20, 3, 0, 4
2014-04-21, 6, 2, 2
2014-04-22, 6, 4, 15
2014-04-23, 13, 4, 18
2014-04-24, 13, 7, 17
2014-04-25, 12, 3, 14
2014-04-26, 16, 5, 20
2014-04-27, 14, 8, 25
2014-04-28, 13, 7, 28
2014-04-29, 8, 4, 20
2014-04-30, 11, 6, 12
2014-05-01, 13, 1, 4
2014-05-02, 7, 2, 11
2014-05-03, 14, 6, 16
2014-05-04, 12, 5, 12
2014-05-05, 9, 4, 23
2014-05-06, 11, 4, 11
2014-05-07, 10, 6, 18
2014-05-08, 7, 2, 8
2014-05-09, 11, 5, 14
2014-05-10, 9, 5, 23
2014-05-11, 6, 4, 5
2014-05-12, 15, 8, 23
2014-05-13, 8, 3, 23
2014-05-14, 12, 5, 11
2014-05-15, 14, 6, 15
2014-05-16, 13, 6, 17
2014-05-17, 2, 2, 5
2014-05-18, 5, 2, 9
2014-05-19, 12, 9, 20
2014-05-20, 9, 3, 10
2014-05-21, 9, 5, 15
2014-05-22, 16, 8, 21
2014-05-23, 20, 8, 25
2014-05-24, 13, 6, 17
2014-05-25, 5, 3, 8
2014-05-26, 13, 4, 13
2014-05-27, 23, 8, 40
2014-05-28, 17, 8, 39
2014-05-29, 21, 7, 29
2014-05-30, 15, 8, 29
2014-05-31, 7, 5, 20
2014-06-01, 10, 4, 7
2014-06-02, 18, 10, 27
2014-06-03, 20, 11, 48
2014-06-04, 14, 5, 23
2014-06-05, 24, 13, 36
2014-06-06, 14, 4, 16
2014-06-07, 8, 3, 19
2014-06-08, 9, 5, 12
2014-06-09, 15, 5, 31
2014-06-10, 18, 8, 20
2014-06-11, 15, 4, 14
2014-06-12, 13, 4, 18
2014-06-13, 20, 8, 18
2014-06-14, 8, 4, 7
2014-06-15, 6, 2, 7
2014-06-16, 13, 5, 19
2014-06-17, 11, 5, 22
2014-06-18, 13, 3, 22
2014-06-19, 18, 7, 16
2014-06-20, 15, 6, 27
2014-06-21, 16, 7, 19
2014-06-22, 14, 4, 15
2014-06-23, 19, 6, 13
2014-06-24, 12, 5, 25
2014-06-25, 13, 7, 23
2014-06-26, 14, 7, 15
2014-06-27, 9, 3, 13
2014-06-28, 17, 5, 26
2014-06-29, 5, 2, 8
2014-06-30, 14, 9, 31
2014-07-01, 15, 9, 21
2014-07-02, 15, 9, 24
2014-07-03, 10, 5, 19
2014-07-04, 7, 3, 19
2014-07-05, 3, 2, 9
2014-07-06, 3, 3, 4
2014-07-07, 12, 5, 9
2014-07-08, 6, 3, 10
2014-07-09, 4, 2, 18
2014-07-10, 10, 6, 21
2014-07-11, 14, 3, 10
2014-07-12, 6, 1, 8
2014-07-13, 11, 6, 19
2014-07-14, 20, 8, 27
2014-07-15, 10, 6, 21
2014-07-16, 8, 5, 11
2014-07-17, 15, 6, 18
2014-07-18, 14, 6, 21
2014-07-19, 10, 5, 6
2014-07-20, 9, 6, 11
2014-07-21, 11, 2, 21
2014-07-22, 8, 3, 22
2014-07-23, 13, 4, 25
2014-07-24, 10, 6, 18
2014-07-25, 6, 1, 7
2014-07-26, 9, 1, 11
2014-07-27, 15, 6, 21
2014-07-28, 15, 6, 19
2014-07-29, 20, 9, 24
2014-07-30, 9, 4, 31
2014-07-31, 6, 2, 6
2014-08-01, 13, 6, 23
2014-08-02, 7, 3, 8
2014-08-03, 8, 3, 8
2014-08-04, 10, 2, 15
2014-08-05, 15, 5, 28
2014-08-06, 18, 6, 19
2014-08-07, 34, 19, 34
2014-08-08, 22, 10, 44
2014-08-09, 11, 7, 32
2014-08-10, 9, 2, 15
2014-08-11, 20, 8, 37
2014-08-12, 14, 7, 41
2014-08-13, 18, 5, 15
2014-08-14, 9, 3, 19
2014-08-15, 10, 3, 16
2014-08-16, 11, 4, 9
2014-08-17, 9, 3, 11
2014-08-18, 9, 5, 34
2014-08-19, 15, 6, 27
2014-08-20, 12, 3, 17
2014-08-21, 6, 3, 11
2014-08-22, 16, 4, 23
2014-08-23, 9, 1, 8
2014-08-24, 7, 6, 6
2014-08-25, 19, 7, 21
2014-08-26, 20, 13, 20
2014-08-27, 16, 9, 21
2014-08-28, 12, 5, 15
2014-08-29, 6, 4, 21
2014-08-30, 7, 3, 10
2014-08-31, 6, 0, 1
2014-09-01, 8, 3, 7
2014-09-02, 8, 3, 4
2014-09-03, 12, 3, 7
2014-09-04, 14, 8, 15
2014-09-05, 10, 5, 11
2014-09-06, 8, 6, 15
2014-09-07, 9, 3, 20
2014-09-08, 10, 5, 12
2014-09-09, 14, 4, 10
2014-09-10, 10, 2, 11
2014-09-11, 16, 7, 9
2014-09-12, 18, 9, 21
2014-09-13, 4, 3, 5
2014-09-14, 17, 5, 22
2014-09-15, 14, 5, 16
2014-09-16, 15, 9, 17
2014-09-17, 11, 5, 17
2014-09-18, 13, 8, 24
2014-09-19, 13, 5, 14
2014-09-20, 8, 5, 24
2014-09-21, 5, 2, 10
2014-09-22, 8, 5, 11
2014-09-23, 14, 7, 14
2014-09-24, 11, 6, 16
2014-09-25, 10, 5, 21
2014-09-26, 14, 7, 31
2014-09-27, 6, 3, 6
2014-09-28, 11, 6, 12
2014-09-29, 15, 8, 20
2014-09-30, 13, 4, 21
2014-10-01, 11, 3, 19
2014-10-02, 13, 4, 11
2014-10-03, 12, 6, 26
2014-10-04, 4, 1, 9
2014-10-05, 11, 6, 15
2014-10-06, 11, 4, 14
2014-10-07, 14, 9, 19
2014-10-08, 20, 9, 25
2014-10-09, 10, 5, 20
2014-10-10, 5, 4, 13
2014-10-11, 10, 5, 29
2014-10-12, 8, 4, 8
2014-10-13, 8, 4, 11
2014-10-14, 8, 3, 20
2014-10-15, 12, 9, 16
2014-10-16, 9, 2, 10
2014-10-17, 12, 5, 16
2014-10-18, 14, 8, 11
2014-10-19, 7, 2, 14
2014-10-20, 7, 4, 17
2014-10-21, 14, 9, 24
2014-10-22, 15, 4, 11
2014-10-23, 24, 15, 33
2014-10-24, 11, 4, 20
2014-10-25, 7, 2, 11
2014-10-26, 4, 2, 10
2014-10-27, 8, 3, 13
2014-10-28, 14, 5, 13
2014-10-29, 9, 3, 12
2014-10-30, 10, 5, 11
2014-10-31, 7, 4, 10
2014-11-01, 5, 2, 4
2014-11-02, 7, 4, 9
2014-11-03, 16, 9, 13
2014-11-04, 6, 2, 15
2014-11-05, 9, 6, 14
2014-11-06, 12, 3, 19
2014-11-07, 13, 4, 12
2014-11-08, 12, 6, 15
2014-11-09, 8, 3, 22
2014-11-10, 15, 7, 38
2014-11-11, 19, 9, 28
2014-11-12, 8, 4, 14
2014-11-13, 3, 1, 4
2014-11-14, 12, 5, 19
2014-11-15, 13, 9, 16
2014-11-16, 10, 5, 20
2014-11-17, 10, 5, 11
2014-11-18, 15, 9, 28
2014-11-19, 11, 7, 24
2014-11-20, 16, 8, 20
2014-11-21, 14, 8, 24
2014-11-22, 13, 6, 11
2014-11-23, 14, 6, 15
2014-11-24, 13, 8, 15
2014-11-25, 11, 7, 38
2014-11-26, 19, 8, 11
2014-11-27, 15, 8, 12
2014-11-28, 6, 4, 17
2014-11-29, 6, 4, 11
2014-11-30, 7, 4, 19
2014-12-01, 13, 6, 9
2014-12-02, 11, 7, 19
2014-12-03, 16, 8, 14
2014-12-04, 6, 3, 15
2014-12-05, 5, 4, 12
2014-12-06, 3, 0, 7
2014-12-07, 9, 5, 13
2014-12-08, 8, 5, 19
2014-12-09, 12, 8, 32
2014-12-10, 19, 9, 24
2014-12-11, 13, 5, 15
2014-12-12, 11, 7, 22
2014-12-13, 17, 9, 24
2014-12-14, 12, 8, 26
2014-12-15, 14, 6, 22
2014-12-16, 11, 3, 9
2014-12-17, 9, 4, 15
2014-12-18, 9, 4, 7
2014-12-19, 12, 4, 12
2014-12-20, 13, 11, 15
