date, number_of_issues, number_of_pull_requests, number_of_commits
2014-12-21, 8, 4, 17
2014-12-22, 5, 2, 8
2014-12-23, 5, 1, 6
2014-12-24, 10, 5, 12
2014-12-25, 5, 3, 9
2014-12-26, 6, 4, 8
2014-12-27, 9, 1, 5
2014-12-28, 5, 1, 30
2014-12-29, 11, 4, 7
2014-12-30, 16, 4, 13
2014-12-31, 19, 10, 20
2015-01-01, 21, 7, 19
2015-01-02, 17, 9, 47
2015-01-03, 23, 14, 37
2015-01-04, 19, 13, 34
2015-01-05, 23, 8, 30
2015-01-06, 21, 13, 32
2015-01-07, 21, 9, 18
2015-01-08, 13, 8, 33
2015-01-09, 18, 11, 19
2015-01-10, 15, 6, 18
2015-01-11, 15, 8, 24
2015-01-12, 13, 9, 21
2015-01-13, 15, 9, 24
2015-01-14, 17, 5, 22
2015-01-15, 17, 9, 25
2015-01-16, 19, 10, 29
2015-01-17, 12, 6, 6
2015-01-18, 8, 5, 28
2015-01-19, 12, 6, 24
2015-01-20, 18, 9, 15
2015-01-21, 12, 6, 11
2015-01-22, 9, 5, 24
2015-01-23, 18, 4, 8
2015-01-24, 11, 5, 21
2015-01-25, 13, 4, 21
2015-01-26, 5, 2, 12
2015-01-27, 12, 4, 19
2015-01-28, 6, 2, 13
2015-01-29, 14, 5, 8
2015-01-30, 13, 3, 15
2015-01-31, 12, 8, 23
2015-02-01, 23, 7, 24
2015-02-02, 24, 10, 29
2015-02-03, 28, 16, 38
2015-02-04, 17, 12, 29
2015-02-05, 14, 8, 11
2015-02-06, 14, 8, 25
2015-02-07, 8, 4, 15
2015-02-08, 17, 8, 26
2015-02-09, 7, 4, 33
2015-02-10, 14, 10, 27
2015-02-11, 13, 5, 16
2015-02-12, 14, 8, 34
2015-02-13, 10, 2, 10
2015-02-14, 12, 7, 15
2015-02-15, 5, 1, 13
2015-02-16, 5, 4, 17
2015-02-17, 15, 2, 11
2015-02-18, 12, 2, 18
2015-02-19, 11, 7, 36
2015-02-20, 11, 4, 18
2015-02-21, 10, 3, 28
2015-02-22, 15, 6, 19
2015-02-23, 14, 7, 22
2015-02-24, 14, 9, 19
2015-02-25, 14, 5, 22
2015-02-26, 12, 7, 11
2015-02-27, 15, 4, 10
2015-02-28, 4, 2, 7
2015-03-01, 11, 6, 13
2015-03-02, 10, 7, 12
2015-03-03, 12, 1, 13
2015-03-04, 6, 3, 6
2015-03-05, 11, 1, 10
2015-03-06, 13, 6, 14
2015-03-07, 13, 4, 29
2015-03-08, 13, 3, 11
2015-03-09, 8, 5, 17
2015-03-10, 9, 4, 19
2015-03-11, 13, 5, 10
2015-03-12, 15, 7, 14
2015-03-13, 20, 9, 12
2015-03-14, 3, 3, 10
2015-03-15, 6, 3, 14
2015-03-16, 11, 5, 21
2015-03-17, 12, 2, 23
2015-03-18, 17, 4, 13
2015-03-19, 15, 9, 28
2015-03-20, 12, 5, 26
2015-03-21, 7, 2, 14
2015-03-22, 4, 1, 6
2015-03-23, 8, 5, 5
2015-03-24, 13, 2, 8
2015-03-25, 9, 3, 12
2015-03-26, 9, 2, 19
2015-03-27, 10, 3, 13
2015-03-28, 12, 6, 18
2015-03-29, 12, 6, 21
2015-03-30, 9, 3, 14
2015-03-31, 21, 13, 22
2015-04-01, 9, 4, 18
2015-04-02, 10, 4, 11
2015-04-03, 12, 8, 19
2015-04-04, 4, 1, 4
2015-04-05, 12, 7, 8
2015-04-06, 4, 3, 15
2015-04-07, 8, 4, 6
2015-04-08, 8, 3, 10
2015-04-09, 9, 4, 8
2015-04-10, 9, 4, 9
2015-04-11, 2, 1, 3
2015-04-12, 4, 2, 7
2015-04-13, 7, 2, 11
2015-04-14, 18, 6, 22
2015-04-15, 16, 7, 26
2015-04-16, 13, 7, 26
2015-04-17, 20, 12, 27
2015-04-18, 15, 8, 19
2015-04-19, 16, 6, 26
2015-04-20, 12, 5, 21
2015-04-21, 22, 10, 34
2015-04-22, 14, 7, 20
2015-04-23, 21, 7, 8
2015-04-24, 27, 9, 22
2015-04-25, 13, 9, 22
2015-04-26, 11, 7, 27
2015-04-27, 13, 7, 10
2015-04-28, 12, 5, 17
2015-04-29, 11, 1, 9
2015-04-30, 12, 6, 7
2015-05-01, 24, 13, 20
2015-05-02, 13, 6, 12
2015-05-03, 11, 4, 20
2015-05-04, 12, 8, 17
2015-05-05, 13, 5, 26
2015-05-06, 34, 19, 38
2015-05-07, 12, 7, 18
2015-05-08, 14, 9, 37
2015-05-09, 11, 6, 17
2015-05-10, 8, 2, 11
2015-05-11, 16, 10, 26
2015-05-12, 12, 8, 12
2015-05-13, 10, 8, 26
2015-05-14, 15, 8, 12
2015-05-15, 13, 8, 18
2015-05-16, 13, 8, 25
2015-05-17, 15, 7, 16
2015-05-18, 18, 7, 16
2015-05-19, 26, 12, 19
2015-05-20, 19, 7, 16
2015-05-21, 14, 2, 23
2015-05-22, 10, 6, 11
2015-05-23, 16, 9, 19
2015-05-24, 9, 6, 10
2015-05-25, 6, 4, 21
2015-05-26, 10, 4, 23
2015-05-27, 14, 4, 22
2015-05-28, 18, 9, 30
2015-05-29, 14, 9, 22
2015-05-30, 13, 7, 10
2015-05-31, 8, 4, 15
2015-06-01, 14, 9, 23
2015-06-02, 21, 9, 19
2015-06-03, 20, 10, 26
2015-06-04, 11, 7, 28
2015-06-05, 20, 4, 14
2015-06-06, 7, 5, 10
2015-06-07, 4, 1, 2
2015-06-08, 10, 7, 23
2015-06-09, 22, 17, 24
2015-06-10, 21, 8, 20
2015-06-11, 10, 6, 21
2015-06-12, 23, 11, 24
2015-06-13, 6, 3, 16
2015-06-14, 8, 7, 17
2015-06-15, 7, 3, 17
2015-06-16, 12, 7, 16
2015-06-17, 10, 6, 17
2015-06-18, 17, 5, 13
2015-06-19, 17, 9, 27
2015-06-20, 19, 11, 19
2015-06-21, 13, 10, 23
2015-06-22, 8, 5, 24
2015-06-23, 20, 11, 20
2015-06-24, 18, 11, 31
2015-06-25, 20, 11, 22
2015-06-26, 16, 8, 19
2015-06-27, 13, 10, 24
2015-06-28, 23, 14, 48
2015-06-29, 17, 10, 26
2015-06-30, 26, 13, 39
2015-07-01, 15, 8, 19
2015-07-02, 13, 7, 21
2015-07-03, 12, 7, 14
2015-07-04, 8, 3, 13
2015-07-05, 6, 3, 14
2015-07-06, 21, 14, 18
2015-07-07, 12, 5, 22
2015-07-08, 24, 7, 22
2015-07-09, 15, 10, 26
2015-07-10, 18, 13, 39
2015-07-11, 11, 7, 20
2015-07-12, 6, 3, 10
2015-07-13, 12, 6, 27
2015-07-14, 14, 9, 21
2015-07-15, 18, 9, 18
2015-07-16, 16, 8, 24
2015-07-17, 12, 4, 18
2015-07-18, 7, 5, 10
2015-07-19, 14, 10, 22
2015-07-20, 16, 7, 33
2015-07-21, 22, 12, 32
2015-07-22, 14, 7, 20
2015-07-23, 15, 10, 29
2015-07-24, 18, 14, 31
2015-07-25, 8, 6, 14
2015-07-26, 5, 5, 19
2015-07-27, 16, 12, 35
2015-07-28, 22, 10, 25
2015-07-29, 22, 15, 47
2015-07-30, 18, 10, 30
2015-07-31, 23, 14, 31
2015-08-01, 5, 5, 8
2015-08-02, 12, 6, 29
2015-08-03, 9, 4, 12
2015-08-04, 16, 10, 13
2015-08-05, 15, 7, 15
2015-08-06, 21, 12, 18
2015-08-07, 13, 6, 14
2015-08-08, 13, 3, 19
2015-08-09, 6, 3, 14
2015-08-10, 18, 12, 33
2015-08-11, 29, 21, 59
2015-08-12, 16, 12, 38
2015-08-13, 26, 15, 34
2015-08-14, 10, 1, 18
2015-08-15, 11, 8, 18
2015-08-16, 11, 6, 15
2015-08-17, 22, 12, 35
2015-08-18, 17, 10, 20
2015-08-19, 16, 10, 22
2015-08-20, 14, 6, 26
2015-08-21, 20, 9, 36
2015-08-22, 22, 14, 21
2015-08-23, 10, 7, 24
2015-08-24, 16, 10, 21
2015-08-25, 17, 10, 25
2015-08-26, 14, 9, 39
2015-08-27, 16, 9, 35
2015-08-28, 26, 13, 47
2015-08-29, 9, 7, 30
2015-08-30, 9, 3, 6
2015-08-31, 17, 8, 14
2015-09-01, 12, 5, 25
2015-09-02, 15, 5, 33
2015-09-03, 15, 9, 63
2015-09-04, 13, 5, 41
2015-09-05, 20, 10, 25
2015-09-06, 19, 8, 23
2015-09-07, 18, 10, 29
2015-09-08, 15, 9, 30
2015-09-09, 22, 10, 22
2015-09-10, 14, 5, 26
2015-09-11, 23, 13, 24
2015-09-12, 16, 8, 18
2015-09-13, 14, 9, 19
2015-09-14, 17, 9, 29
2015-09-15, 28, 13, 27
2015-09-16, 18, 9, 26
2015-09-17, 19, 13, 30
2015-09-18, 22, 10, 24
2015-09-19, 14, 7, 17
2015-09-20, 15, 8, 16
2015-09-21, 14, 6, 16
2015-09-22, 18, 8, 11
2015-09-23, 13, 10, 20
2015-09-24, 21, 2, 12
2015-09-25, 10, 5, 11
2015-09-26, 4, 4, 4
2015-09-27, 12, 5, 17
2015-09-28, 14, 8, 17
2015-09-29, 18, 10, 30
2015-09-30, 25, 12, 21
2015-10-01, 19, 9, 30
2015-10-02, 14, 7, 25
2015-10-03, 14, 8, 21
2015-10-04, 6, 4, 6
2015-10-05, 14, 7, 20
2015-10-06, 10, 5, 18
2015-10-07, 20, 10, 27
2015-10-08, 12, 9, 13
2015-10-09, 15, 7, 15
2015-10-10, 18, 5, 18
2015-10-11, 19, 10, 6
2015-10-12, 15, 6, 9
2015-10-13, 27, 13, 33
2015-10-14, 21, 9, 21
2015-10-15, 19, 11, 21
2015-10-16, 16, 9, 19
2015-10-17, 7, 4, 13
2015-10-18, 8, 3, 6
2015-10-19, 10, 5, 15
2015-10-20, 20, 11, 26
2015-10-21, 10, 5, 21
2015-10-22, 26, 7, 19
2015-10-23, 13, 10, 26
2015-10-24, 6, 1, 4
2015-10-25, 9, 5, 10
2015-10-26, 20, 6, 21
2015-10-27, 13, 5, 10
2015-10-28, 17, 8, 15
2015-10-29, 11, 4, 12
2015-10-30, 10, 8, 17
2015-10-31, 9, 6, 10
2015-11-01, 3, 2, 7
2015-11-02, 6, 2, 12
2015-11-03, 16, 6, 8
2015-11-04, 13, 5, 15
2015-11-05, 6, 1, 4
2015-11-06, 18, 5, 13
2015-11-07, 10, 5, 10
2015-11-08, 7, 2, 9
2015-11-09, 12, 6, 19
2015-11-10, 9, 3, 19
2015-11-11, 13, 7, 11
2015-11-12, 7, 4, 12
2015-11-13, 21, 11, 8
2015-11-14, 11, 7, 15
2015-11-15, 15, 6, 14
2015-11-16, 11, 6, 15
2015-11-17, 12, 5, 14
2015-11-18, 20, 12, 21
2015-11-19, 12, 8, 16
2015-11-20, 14, 9, 17
2015-11-21, 13, 7, 26
2015-11-22, 9, 7, 9
2015-11-23, 12, 4, 16
2015-11-24, 12, 8, 14
2015-11-25, 24, 16, 29
2015-11-26, 14, 8, 12
2015-11-27, 7, 4, 6
2015-11-28, 11, 8, 7
2015-11-29, 7, 4, 18
2015-11-30, 13, 6, 10
2015-12-01, 22, 11, 20
2015-12-02, 19, 12, 26
2015-12-03, 17, 11, 17
2015-12-04, 16, 6, 16
2015-12-05, 12, 7, 23
2015-12-06, 12, 7, 21
2015-12-07, 16, 12, 31
2015-12-08, 17, 7, 31
2015-12-09, 11, 4, 32
2015-12-10, 17, 7, 11
2015-12-11, 12, 8, 20
2015-12-12, 12, 8, 16
2015-12-13, 12, 10, 17
2015-12-14, 12, 7, 8
2015-12-15, 12, 5, 8
2015-12-16, 8, 3, 17
2015-12-17, 7, 4, 20
2015-12-18, 8, 3, 8
2015-12-19, 7, 5, 8
2015-12-20, 5, 3, 5
2015-12-21, 6, 4, 5
2015-12-22, 10, 6, 14
2015-12-23, 5, 3, 4
2015-12-24, 6, 2, 8
2015-12-25, 4, 2, 1
2015-12-26, 4, 1, 2
2015-12-27, 4, 1, 1
2015-12-28, 5, 1, 4
2015-12-29, 9, 6, 9
2015-12-30, 7, 4, 13
2015-12-31, 11, 8, 14
2016-01-01, 3, 2, 10
2016-01-02, 12, 8, 20
2016-01-03, 15, 7, 24
2016-01-04, 7, 2, 12
2016-01-05, 4, 3, 11
2016-01-06, 12, 6, 12
2016-01-07, 18, 10, 30
2016-01-08, 13, 8, 20
2016-01-09, 10, 6, 9
2016-01-10, 9, 3, 13
2016-01-11, 22, 14, 18
2016-01-12, 10, 5, 10
2016-01-13, 7, 4, 17
2016-01-14, 11, 7, 21
2016-01-15, 10, 5, 13
2016-01-16, 12, 7, 16
2016-01-17, 7, 4, 11
2016-01-18, 14, 6, 18
2016-01-19, 12, 5, 17
2016-01-20, 12, 6, 15
2016-01-21, 12, 9, 20
2016-01-22, 9, 5, 11
2016-01-23, 7, 5, 10
2016-01-24, 7, 5, 12
2016-01-25, 12, 6, 9
2016-01-26, 13, 7, 30
2016-01-27, 12, 4, 18
2016-01-28, 22, 9, 18
2016-01-29, 14, 8, 18
2016-01-30, 12, 5, 11
2016-01-31, 12, 8, 15
2016-02-01, 20, 12, 30
2016-02-02, 18, 6, 11
2016-02-03, 8, 4, 11
2016-02-04, 14, 3, 13
2016-02-05, 11, 6, 5
2016-02-06, 13, 8, 11
2016-02-07, 18, 11, 11
2016-02-08, 15, 8, 27
2016-02-09, 11, 8, 13
2016-02-10, 17, 12, 14
2016-02-11, 7, 5, 23
2016-02-12, 24, 15, 23
2016-02-13, 11, 6, 15
2016-02-14, 13, 6, 10
2016-02-15, 10, 6, 17
2016-02-16, 21, 17, 42
2016-02-17, 15, 8, 16
2016-02-18, 19, 10, 23
2016-02-19, 12, 7, 15
2016-02-20, 11, 6, 16
2016-02-21, 12, 7, 15
2016-02-22, 12, 7, 12
2016-02-23, 17, 11, 24
2016-02-24, 18, 8, 18
2016-02-25, 20, 10, 15
2016-02-26, 12, 4, 18
2016-02-27, 10, 5, 9
2016-02-28, 13, 5, 12
2016-02-29, 14, 10, 21
2016-03-01, 20, 13, 24
2016-03-02, 22, 12, 29
2016-03-03, 11, 4, 12
2016-03-04, 15, 9, 8
2016-03-05, 6, 4, 11
2016-03-06, 11, 6, 18
2016-03-07, 13, 7, 16
2016-03-08, 17, 8, 11
2016-03-09, 19, 7, 16
2016-03-10, 17, 9, 17
2016-03-11, 20, 10, 15
2016-03-12, 5, 2, 17
2016-03-13, 15, 8, 18
2016-03-14, 21, 14, 18
2016-03-15, 17, 9, 17
2016-03-16, 11, 4, 6
2016-03-17, 12, 4, 7
2016-03-18, 12, 8, 10
2016-03-19, 6, 2, 2
2016-03-20, 3, 2, 2
2016-03-21, 13, 4, 8
2016-03-22, 10, 8, 11
2016-03-23, 15, 3, 15
2016-03-24, 12, 3, 13
2016-03-25, 10, 5, 17
2016-03-26, 7, 4, 9
2016-03-27, 10, 3, 9
2016-03-28, 16, 7, 16
2016-03-29, 18, 11, 19
2016-03-30, 26, 8, 13
2016-03-31, 17, 5, 16
2016-04-01, 16, 7, 19
2016-04-02, 12, 9, 15
2016-04-03, 5, 3, 6
2016-04-04, 8, 4, 9
2016-04-05, 11, 7, 20
2016-04-06, 9, 4, 16
2016-04-07, 12, 9, 11
2016-04-08, 18, 12, 30
2016-04-09, 5, 3, 6
2016-04-10, 5, 3, 13
2016-04-11, 13, 6, 9
2016-04-12, 15, 7, 13
2016-04-13, 16, 8, 15
2016-04-14, 9, 3, 14
2016-04-15, 8, 3, 11
2016-04-16, 16, 8, 16
2016-04-17, 14, 11, 20
2016-04-18, 17, 10, 15
2016-04-19, 19, 8, 29
2016-04-20, 22, 12, 19
2016-04-21, 21, 13, 19
2016-04-22, 18, 12, 20
2016-04-23, 14, 6, 9
2016-04-24, 6, 1, 4
2016-04-25, 17, 9, 14
2016-04-26, 12, 10, 15
2016-04-27, 24, 15, 25
2016-04-28, 25, 12, 20
2016-04-29, 19, 7, 19
2016-04-30, 12, 4, 9
2016-05-01, 17, 11, 17
2016-05-02, 13, 9, 21
2016-05-03, 17, 10, 14
2016-05-04, 16, 7, 21
2016-05-05, 18, 13, 25
2016-05-06, 17, 13, 24
2016-05-07, 17, 11, 25
2016-05-08, 9, 7, 10
2016-05-09, 22, 8, 21
2016-05-10, 18, 9, 26
2016-05-11, 16, 9, 14
2016-05-12, 22, 10, 16
2016-05-13, 14, 6, 18
2016-05-14, 17, 10, 11
2016-05-15, 5, 4, 10
2016-05-16, 19, 12, 31
2016-05-17, 18, 11, 10
2016-05-18, 22, 11, 23
2016-05-19, 28, 13, 26
2016-05-20, 27, 19, 34
2016-05-21, 12, 7, 22
2016-05-22, 13, 7, 14
2016-05-23, 25, 14, 12
2016-05-24, 24, 16, 28
2016-05-25, 23, 13, 40
2016-05-26, 14, 6, 16
2016-05-27, 18, 11, 34
2016-05-28, 11, 5, 10
2016-05-29, 21, 12, 20
2016-05-30, 18, 8, 14
2016-05-31, 15, 9, 14
2016-06-01, 23, 16, 24
2016-06-02, 19, 9, 19
2016-06-03, 22, 14, 41
2016-06-04, 16, 8, 23
2016-06-05, 7, 5, 10
2016-06-06, 23, 10, 21
2016-06-07, 21, 8, 23
2016-06-08, 20, 15, 29
2016-06-09, 19, 15, 28
2016-06-10, 18, 10, 28
2016-06-11, 11, 5, 13
2016-06-12, 11, 5, 16
2016-06-13, 17, 14, 25
2016-06-14, 20, 10, 25
2016-06-15, 19, 11, 27
2016-06-16, 22, 13, 20
2016-06-17, 24, 16, 20
2016-06-18, 9, 4, 12
2016-06-19, 13, 12, 15
2016-06-20, 22, 11, 14
2016-06-21, 14, 6, 12
2016-06-22, 9, 3, 13
2016-06-23, 13, 5, 26
2016-06-24, 17, 7, 21
2016-06-25, 26, 12, 25
2016-06-26, 14, 8, 17
2016-06-27, 19, 10, 23
2016-06-28, 19, 10, 19
2016-06-29, 31, 20, 38
2016-06-30, 16, 12, 17
2016-07-01, 14, 11, 26
2016-07-02, 15, 12, 24
2016-07-03, 13, 7, 18
2016-07-04, 10, 7, 17
2016-07-05, 18, 10, 32
2016-07-06, 15, 10, 29
2016-07-07, 17, 6, 29
2016-07-08, 20, 15, 26
2016-07-09, 11, 6, 16
2016-07-10, 8, 7, 15
2016-07-11, 17, 7, 33
2016-07-12, 10, 6, 32
2016-07-13, 16, 12, 30
2016-07-14, 25, 15, 28
2016-07-15, 14, 7, 15
2016-07-16, 15, 10, 21
2016-07-17, 9, 4, 10
2016-07-18, 22, 11, 25
2016-07-19, 12, 6, 22
2016-07-20, 17, 12, 31
2016-07-21, 26, 18, 38
2016-07-22, 28, 10, 27
2016-07-23, 14, 10, 23
2016-07-24, 11, 5, 12
2016-07-25, 23, 17, 32
2016-07-26, 18, 12, 35
2016-07-27, 17, 9, 23
2016-07-28, 33, 19, 26
2016-07-29, 18, 9, 18
2016-07-30, 18, 9, 14
2016-07-31, 6, 4, 11
2016-08-01, 15, 7, 31
2016-08-02, 22, 11, 19
2016-08-03, 29, 15, 30
2016-08-04, 26, 12, 34
2016-08-05, 34, 17, 23
2016-08-06, 12, 8, 20
2016-08-07, 13, 7, 12
2016-08-08, 23, 9, 17
2016-08-09, 25, 11, 20
2016-08-10, 24, 8, 25
2016-08-11, 28, 18, 26
2016-08-12, 21, 9, 15
2016-08-13, 15, 10, 15
2016-08-14, 9, 5, 9
2016-08-15, 15, 7, 18
2016-08-16, 29, 19, 27
2016-08-17, 27, 11, 19
2016-08-18, 30, 18, 30
2016-08-19, 21, 12, 26
2016-08-20, 12, 10, 14
2016-08-21, 9, 6, 8
2016-08-22, 22, 7, 15
2016-08-23, 17, 9, 13
2016-08-24, 22, 10, 13
2016-08-25, 15, 7, 11
2016-08-26, 8, 4, 5
2016-08-27, 11, 7, 7
2016-08-28, 6, 1, 3
2016-08-29, 12, 9, 10
2016-08-30, 11, 6, 7
2016-08-31, 18, 7, 12
2016-09-01, 15, 5, 8
2016-09-02, 12, 6, 6
2016-09-03, 10, 3, 7
2016-09-04, 7, 4, 6
2016-09-05, 10, 5, 15
2016-09-06, 16, 8, 26
2016-09-07, 15, 7, 24
2016-09-08, 17, 6, 13
2016-09-09, 16, 9, 23
2016-09-10, 10, 5, 8
2016-09-11, 7, 3, 1
2016-09-12, 19, 9, 6
2016-09-13, 31, 17, 20
2016-09-14, 15, 8, 12
2016-09-15, 22, 15, 19
2016-09-16, 21, 12, 27
2016-09-17, 9, 6, 10
2016-09-18, 10, 7, 5
2016-09-19, 15, 11, 10
2016-09-20, 20, 10, 12
2016-09-21, 9, 1, 7
2016-09-22, 22, 12, 18
2016-09-23, 13, 3, 12
2016-09-24, 8, 5, 11
2016-09-25, 6, 4, 9
2016-09-26, 18, 8, 20
2016-09-27, 24, 9, 13
2016-09-28, 11, 2, 6
2016-09-29, 14, 6, 17
2016-09-30, 18, 6, 12
2016-10-01, 5, 3, 15
2016-10-02, 12, 5, 10
2016-10-03, 10, 2, 7
2016-10-04, 13, 5, 10
2016-10-05, 12, 2, 0
2016-10-06, 18, 7, 8
2016-10-07, 19, 8, 16
2016-10-08, 8, 4, 5
2016-10-09, 7, 4, 5
2016-10-10, 11, 4, 4
2016-10-11, 10, 5, 13
2016-10-12, 19, 10, 12
2016-10-13, 17, 9, 16
2016-10-14, 21, 11, 9
2016-10-15, 26, 19, 6
2016-10-16, 17, 10, 10
2016-10-17, 17, 7, 7
2016-10-18, 22, 8, 27
2016-10-19, 18, 11, 24
2016-10-20, 15, 9, 10
2016-10-21, 10, 8, 14
2016-10-22, 5, 3, 8
2016-10-23, 21, 20, 9
2016-10-24, 6, 2, 19
2016-10-25, 16, 7, 10
2016-10-26, 16, 6, 10
2016-10-27, 14, 5, 12
2016-10-28, 13, 4, 11
2016-10-29, 6, 2, 4
2016-10-30, 7, 4, 2
2016-10-31, 9, 3, 4
2016-11-01, 12, 3, 6
2016-11-02, 16, 6, 3
2016-11-03, 11, 4, 4
2016-11-04, 15, 4, 8
2016-11-05, 4, 2, 6
2016-11-06, 12, 4, 2
2016-11-07, 15, 8, 10
2016-11-08, 15, 7, 5
2016-11-09, 15, 5, 5
2016-11-10, 10, 4, 13
2016-11-11, 8, 2, 1
2016-11-12, 6, 1, 1
2016-11-13, 4, 2, 2
2016-11-14, 8, 4, 6
2016-11-15, 12, 7, 7
2016-11-16, 10, 7, 11
2016-11-17, 12, 7, 10
2016-11-18, 5, 2, 5
2016-11-19, 3, 1, 7
2016-11-20, 4, 1, 3
2016-11-21, 7, 5, 10
2016-11-22, 12, 7, 8
2016-11-23, 6, 2, 2
2016-11-24, 14, 8, 7
2016-11-25, 13, 6, 6
2016-11-26, 9, 7, 13
2016-11-27, 5, 3, 2
2016-11-28, 9, 6, 10
2016-11-29, 9, 5, 8
2016-11-30, 11, 5, 5
2016-12-01, 14, 8, 10
2016-12-02, 7, 6, 11
2016-12-03, 15, 9, 13
2016-12-04, 4, 0, 4
2016-12-05, 7, 6, 5
2016-12-06, 5, 3, 7
2016-12-07, 15, 7, 103
2016-12-08, 8, 4, 18
2016-12-09, 8, 7, 8
2016-12-10, 5, 4, 9
2016-12-11, 7, 5, 2
2016-12-12, 9, 6, 11
2016-12-13, 19, 6, 7
2016-12-14, 14, 7, 11
2016-12-15, 14, 9, 20
2016-12-16, 12, 7, 7
2016-12-17, 11, 9, 12
2016-12-18, 4, 2, 3
2016-12-19, 16, 8, 20
2016-12-20, 7, 5, 7
2016-12-21, 8, 5, 9
2016-12-22, 15, 8, 15
2016-12-23, 14, 13, 24
2016-12-24, 6, 3, 10
2016-12-25, 14, 10, 3
2016-12-27, 12, 11, 12
2016-12-28, 10, 8, 13
2016-12-29, 24, 11, 19
2016-12-30, 16, 9, 12
2016-12-31, 6, 4, 5
